NCBI_ID	Parent_NCBI_ID	Organism_Name	Level	Lineage
2292196	580596	Butyricicoccus sp. AF10-3	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292197	580596	Butyricicoccus sp. AF15-40	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292198	580596	Butyricicoccus sp. AF22-28AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292199	580596	Butyricicoccus sp. AF24-19AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292200	1485	Clostridium sp. AF12-19	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292201	1485	Clostridium sp. AF12-28	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292202	1485	Clostridium sp. AF15-17LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292203	1485	Clostridium sp. AF18-27	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292204	1485	Clostridium sp. AF19-22AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292205	1485	Clostridium sp. AF20-17LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292206	1485	Clostridium sp. AF27-2AA	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292207	102106	Collinsella sp. AF02-46-1	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292208	102106	Collinsella sp. AF04-24	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292209	102106	Collinsella sp. AF05-8-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292210	102106	Collinsella sp. AF05-9	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292211	102106	Collinsella sp. AF08-23	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292212	102106	Collinsella sp. AF11-11	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292213	102106	Collinsella sp. AF14-35	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292214	102106	Collinsella sp. AF15-51	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292215	102106	Collinsella sp. AF16-8	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292216	102106	Collinsella sp. AF18-33LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292217	102106	Collinsella sp. AF18-8	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292218	102106	Collinsella sp. AF18-8LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292219	102106	Collinsella sp. AF19-1LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292220	102106	Collinsella sp. AF19-7AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292221	102106	Collinsella sp. AF20-14LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292222	102106	Collinsella sp. AF23-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292223	102106	Collinsella sp. AF23-3LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292224	102106	Collinsella sp. AF23-4AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292225	102106	Collinsella sp. AF23-6	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292226	102106	Collinsella sp. AF25-2LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292227	102106	Collinsella sp. AF28-5AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292228	100883	Coprobacillus sp. AF18-15LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2292229	100883	Coprobacillus sp. AF18-40	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2292230	100883	Coprobacillus sp. AF21-8LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2292231	33042	Coprococcus sp. AF21-14LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Coprococcus: 33042;
2292232	1730	Eubacterium sp. AF22-8LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2292233	1730	Eubacterium sp. AF22-9	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2292234	216851	Faecalibacterium sp. AF28-13AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Faecalibacterium: 216851;
2292235	52225	Mitsuokella sp. AF21-1AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Selenomonadales: 909929;Selenomonadaceae: 1843491;Mitsuokella: 52225;
2292236	283168	Odoribacter sp. AF15-53	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Odoribacteraceae: 1853231;Odoribacter: 283168;
2292237	133925	Olsenella sp. AF15-43LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Atopobiaceae: 1643824;Olsenella: 133925;
2292238	133925	Olsenella sp. AF16-14LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Atopobiaceae: 1643824;Olsenella: 133925;
2292239	133925	Olsenella sp. AF21-51	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Atopobiaceae: 1643824;Olsenella: 133925;
2292240	375288	Parabacteroides sp. AF14-59	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Tannerellaceae: 2005525;Parabacteroides: 375288;
2292241	375288	Parabacteroides sp. AF17-28	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Tannerellaceae: 2005525;Parabacteroides: 375288;
2292242	375288	Parabacteroides sp. AF18-52	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Tannerellaceae: 2005525;Parabacteroides: 375288;
2292243	1481960	Peptoclostridium sp. AF21-18	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Peptostreptococcaceae: 186804;Peptoclostridium: 1481960;
2292244	1017280	Pseudoflavonifractor sp. AF19-9AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Pseudoflavonifractor: 1017280;
2292245	1263	Ruminococcus sp. AF13-28	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292246	1263	Ruminococcus sp. AF13-37	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292247	1263	Ruminococcus sp. AF14-10	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292248	1263	Ruminococcus sp. AF17-22AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292249	1263	Ruminococcus sp. AF18-22	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292250	1263	Ruminococcus sp. AF21-3	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292251	1263	Ruminococcus sp. AF21-42	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292252	1263	Ruminococcus sp. AF24-32LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292253	40544	Sutterella sp. AF15-44LB	species	cellular organisms: 131567;Bacteria: 2;Proteobacteria: 1224;Betaproteobacteria: 28216;Burkholderiales: 80840;Sutterellaceae: 995019;Sutterella: 40544;
2292254	40544	Sutterella sp. AF15-45LB	species	cellular organisms: 131567;Bacteria: 2;Proteobacteria: 1224;Betaproteobacteria: 28216;Burkholderiales: 80840;Sutterellaceae: 995019;Sutterella: 40544;
2292269	552397	Ruminococcaceae bacterium AM28-23LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;unclassified Ruminococcaceae: 552397;
2292270	552397	Ruminococcaceae bacterium TF06-43	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;unclassified Ruminococcaceae: 552397;
2292271	186928	Lachnospiraceae bacterium AM48-27BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2292272	186928	Lachnospiraceae bacterium OM04-12BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2292273	186928	Lachnospiraceae bacterium OF09-33XD	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2292274	189971	Clostridiaceae bacterium OM08-6BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;unclassified Clostridiaceae: 189971;
2292275	189971	Clostridiaceae bacterium OM02-2AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;unclassified Clostridiaceae: 189971;
2292276	189971	Clostridiaceae bacterium OF09-1	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;unclassified Clostridiaceae: 189971;
2292277	2057233	Absiella sp. AM27-20	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Absiella: 2057233;
2292278	2057233	Absiella sp. AM29-15	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Absiella: 2057233;
2292279	2057233	Absiella sp. AM54-8XD	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Absiella: 2057233;
2292280	816	Bacteroides sp. OF02-3LB	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292281	816	Bacteroides sp. OF04-15BH	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292282	816	Bacteroides sp. OM05-10AA	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292283	816	Bacteroides sp. OM05-12	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292284	816	Bacteroides sp. OM08-11	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292285	816	Bacteroides sp. OM08-17BH	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292286	572511	Blautia sp. OF01-4LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292287	572511	Blautia sp. OF03-15BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292288	189971	Clostridiaceae bacterium AM27-36LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;unclassified Clostridiaceae: 189971;
2292293	580596	Butyricicoccus sp. AM27-36	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292294	580596	Butyricicoccus sp. AM28-25	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292295	580596	Butyricicoccus sp. AM29-23AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292296	580596	Butyricicoccus sp. AM32-19	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292297	580596	Butyricicoccus sp. AM42-5AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292298	580596	Butyricicoccus sp. OF10-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292299	580596	Butyricicoccus sp. OF13-6	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292300	580596	Butyricicoccus sp. OM04-18BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292301	580596	Butyricicoccus sp. OM06-6AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292302	580596	Butyricicoccus sp. TM10-16AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Butyricicoccus: 580596;
2292303	1485	Clostridium sp. AM30-24	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292304	1485	Clostridium sp. AM33-3	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292305	1485	Clostridium sp. AM42-4	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292306	1485	Clostridium sp. AM45-5	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292307	1485	Clostridium sp. AM58-1XD	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292308	1485	Clostridium sp. OF03-18AA	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292309	1485	Clostridium sp. OF09-10	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292310	1485	Clostridium sp. OF09-36	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292311	1485	Clostridium sp. OM02-18AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292312	102106	Collinsella sp. AM28-11LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292313	102106	Collinsella sp. AM29-10AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292314	102106	Collinsella sp. AM31-2AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292315	102106	Collinsella sp. AM33-4BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292316	102106	Collinsella sp. AM34-10	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292317	102106	Collinsella sp. AM36-4AA	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292318	102106	Collinsella sp. AM38-1BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292319	102106	Collinsella sp. AM40-7AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292320	102106	Collinsella sp. AM41-2BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292321	102106	Collinsella sp. AM42-18AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292322	102106	Collinsella sp. AM43-1	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292323	102106	Collinsella sp. AM44-11	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292324	102106	Collinsella sp. OF02-10	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292325	102106	Collinsella sp. OF03-4AA	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292326	102106	Collinsella sp. OM04-5	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292327	102106	Collinsella sp. OM06-18AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292328	102106	Collinsella sp. OM07-12	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292329	102106	Collinsella sp. OM08-14AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
