NCBI_ID	Parent_NCBI_ID	Organism_Name	Level	Lineage
2292330	102106	Collinsella sp. TF05-9AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292331	102106	Collinsella sp. TF06-6AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292332	102106	Collinsella sp. TF07-1	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292333	102106	Collinsella sp. TF08-11AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292334	102106	Collinsella sp. TF09-1AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292335	102106	Collinsella sp. TF10-11AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292336	102106	Collinsella sp. TF11-5AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292337	102106	Collinsella sp. TF12-2AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292338	102106	Collinsella sp. TM04-29	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292339	102106	Collinsella sp. TM04-9	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292340	102106	Collinsella sp. TM05-37	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292341	102106	Collinsella sp. TM05-38	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292342	102106	Collinsella sp. TM06-3	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292343	102106	Collinsella sp. TM09-10AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292344	102106	Collinsella sp. TM10-22	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Coriobacteriaceae: 84107;Collinsella: 102106;
2292345	100883	Coprobacillus sp. AM42-12AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2292346	189330	Dorea sp. AM58-8	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Dorea: 189330;
2292347	189330	Dorea sp. OM02-2LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Dorea: 189330;
2292348	1432051	Eisenbergiella sp. OF01-20	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Eisenbergiella: 1432051;
2292349	1730	Eubacterium sp. AM28-29	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2292350	1730	Eubacterium sp. AM46-8	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2292351	1730	Eubacterium sp. AM49-13BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2292352	1730	Eubacterium sp. OM08-24	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2292353	1730	Eubacterium sp. TM05-53	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2292354	1730	Eubacterium sp. TM06-47	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2292355	33986	Exiguobacterium sp. AM39-5BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Bacillales: 1385;Bacillales incertae sedis: 539002;Exiguobacterium: 33986;
2292356	216851	Faecalibacterium sp. OF03-6AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Faecalibacterium: 216851;
2292357	216851	Faecalibacterium sp. OM04-11BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Faecalibacterium: 216851;
2292358	906	Megasphaera sp. AM44-1BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Veillonellales: 1843489;Veillonellaceae: 31977;Megasphaera: 906;
2292359	133925	Olsenella sp. AM30-3LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Atopobiaceae: 1643824;Olsenella: 133925;
2292360	133925	Olsenella sp. AM39-30AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Atopobiaceae: 1643824;Olsenella: 133925;
2292361	133925	Olsenella sp. TM06-36	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;Atopobiaceae: 1643824;Olsenella: 133925;
2292362	375288	Parabacteroides sp. AM58-2XD	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Tannerellaceae: 2005525;Parabacteroides: 375288;
2292363	375288	Parabacteroides sp. TM07-1AC	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Tannerellaceae: 2005525;Parabacteroides: 375288;
2292364	838	Prevotella sp. AM34-19LB	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Prevotellaceae: 171552;Prevotella: 838;
2292365	838	Prevotella sp. TF12-30	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Prevotellaceae: 171552;Prevotella: 838;
2292366	841	Roseburia sp. AM51-8	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Roseburia: 841;
2292367	841	Roseburia sp. OF03-24	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Roseburia: 841;
2292368	841	Roseburia sp. OM02-15	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Roseburia: 841;
2292369	1263	Ruminococcus sp. AM28-41	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292370	1263	Ruminococcus sp. AM29-26	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292371	1263	Ruminococcus sp. AM30-15AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292372	1263	Ruminococcus sp. AM42-11	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292373	1263	Ruminococcus sp. AM58-7XD	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292374	1263	Ruminococcus sp. OM05-10BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292375	1263	Ruminococcus sp. OM06-36AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292376	1263	Ruminococcus sp. OM08-7	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292377	1263	Ruminococcus sp. TM10-9AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2292378	29465	Veillonella sp. AM51-8BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Veillonellales: 1843489;Veillonellaceae: 31977;Veillonella: 29465;
2292883	186813	Clostridiales bacterium AF36-10	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;unclassified Clostridiales: 186813;
2292884	33974	Firmicutes bacterium AF12-30	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292885	33974	Firmicutes bacterium AF16-15	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292886	33974	Firmicutes bacterium AF19-2LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292887	33974	Firmicutes bacterium AF22-6AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292888	33974	Firmicutes bacterium AF36-19BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292889	33974	Firmicutes bacterium AF36-3BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292890	33974	Firmicutes bacterium AM10-47	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292891	33974	Firmicutes bacterium AM29-6AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292892	33974	Firmicutes bacterium AM31-12AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292893	33974	Firmicutes bacterium AM41-11	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292894	33974	Firmicutes bacterium AM41-5BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292895	33974	Firmicutes bacterium AM43-11BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292896	33974	Firmicutes bacterium AM55-24TS	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292897	33974	Firmicutes bacterium AM59-13	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292898	33974	Firmicutes bacterium TM09-10	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292899	33974	Firmicutes bacterium OM08-11AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292900	33974	Firmicutes bacterium OM07-11	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292901	33974	Firmicutes bacterium OM04-13BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;unclassified Firmicutes sensu stricto: 33974;
2292902	186928	Lachnospiraceae bacterium AM10-38	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2292903	186928	Lachnospiraceae bacterium AM21-21	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2292904	186928	Lachnospiraceae bacterium AM23-7LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2292905	186928	Lachnospiraceae bacterium AM25-27	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2292906	186928	Lachnospiraceae bacterium AM26-1LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2292907	186928	Lachnospiraceae bacterium TF10-8AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2292908	186928	Lachnospiraceae bacterium OM02-26	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2292909	904	Acidaminococcus sp. AM33-14BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Acidaminococcales: 1843488;Acidaminococcaceae: 909930;Acidaminococcus: 904;
2292910	239759	Alistipes sp. AF14-19	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Rikenellaceae: 171550;Alistipes: 239759;
2292911	239759	Alistipes sp. AM16-43	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Rikenellaceae: 171550;Alistipes: 239759;
2292912	207244	Anaerostipes sp. AF04-45	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Anaerostipes: 207244;
2292913	816	Bacteroides sp. AF04-22	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292914	816	Bacteroides sp. AF14-46	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292915	816	Bacteroides sp. AF15-14LB	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292916	816	Bacteroides sp. AF15-23LB	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292917	816	Bacteroides sp. AF16-29	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292918	816	Bacteroides sp. AF16-7	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292919	816	Bacteroides sp. AF17-1	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292920	816	Bacteroides sp. AF18-33	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292921	816	Bacteroides sp. AF20-13LB	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292922	816	Bacteroides sp. AF25-17LB	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292923	816	Bacteroides sp. AF25-18	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
